,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
20,FF,2023-09-29,93.3,-2.63,4.84,"Díaz, Elias",553869,657746,,ball,,,,,12,Elias Diaz strikes out swinging.,R,R,R,COL,MIN,B,,,1,1,2023,-0.61,0.85,1.26,2.99,,,,1,2,Bot,,,,,680777,,,11.408073748374711,-135.57188687653488,-0.9540207118650844,-9.615596235079172,24.39542539894757,-21.50310358215578,3.26,1.42,,,,94.5,2249.0,6.7,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.81,,,,,,,,17,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,219.0,0.0,0.034
21,FF,2023-09-29,92.2,-2.65,4.86,"Díaz, Elias",553869,657746,,swinging_strike,,,,,2,Elias Diaz strikes out swinging.,R,R,R,COL,MIN,S,,,1,0,2023,-0.61,1.0,0.2,2.99,,,,1,2,Bot,,,,,680777,,,8.609375718695992,-134.13641921289852,-1.174961471669654,-9.047077833633876,24.662395353558782,-19.863439724307213,3.11,1.43,,,,93.3,2255.0,6.6,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.87,,,,,,,,17,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,215.0,0.0,-0.031
22,FF,2023-09-29,93.1,-2.71,4.84,"Díaz, Elias",553869,657746,,ball,,,,,12,Elias Diaz strikes out swinging.,R,R,R,COL,MIN,B,,,0,0,2023,-0.68,1.09,1.09,3.31,,,,1,2,Bot,,,,,680777,,,11.32720422544899,-135.26299151719266,-0.6448688176548776,-10.467123309048436,23.80415786782986,-18.63795243428357,3.26,1.47,,,,94.4,2287.0,6.7,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.77,,,,,,,,17,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,218.0,0.0,0.025
23,CH,2023-09-29,89.2,2.65,5.86,"Díaz, Elias",553869,681892,field_out,hit_into_play,,,,,5,"Elias Diaz grounds out, third baseman Willi Castro to first baseman Alex Kirilloff.",R,R,L,COL,MIN,X,5.0,ground_ball,0,1,2023,1.25,0.15,0.13,2.35,,666134.0,,2,7,Bot,93.39,165.16,,,680777,,,-8.870133132104124,-129.7833015539559,-3.030511588257239,15.82969318359839,22.18993876327099,-30.11440439170951,3.11,1.43,8.0,89.0,-17.0,90.4,1975.0,6.6,716387,681892,680777,666135,456781,650489,571657,663616,572191,596146,53.9,0.1,0.095,0.0,1.0,0.0,0.0,2.0,69,2,Changeup,6,6,6,6,6,6,6,6,Infield shade,Standard,113.0,-0.064,-0.275
24,SI,2023-09-29,93.8,2.64,6.01,"Díaz, Elias",553869,681892,,called_strike,,,,,12,"Elias Diaz grounds out, third baseman Willi Castro to first baseman Alex Kirilloff.",R,R,L,COL,MIN,S,,,0,0,2023,1.02,0.55,0.86,3.25,,666134.0,,2,7,Bot,,,,,680777,,,-6.901528051567282,-136.68831661180437,-2.7876707639205285,14.157667731537613,24.00562080085476,-24.780619082025453,3.14,1.34,,,,95.6,2312.0,6.8,716387,681892,680777,666135,456781,650489,571657,663616,572191,596146,53.71,,,,,,,,69,1,Sinker,6,6,6,6,6,6,6,6,Infield shade,Standard,138.0,0.0,-0.051
25,ST,2023-09-29,85.0,-2.0,5.58,"Díaz, Elias",553869,592779,field_out,hit_into_play,,,,,4,Elias Diaz pops out to first baseman Alex Kirilloff.,R,R,R,COL,MIN,X,3.0,popup,0,2,2023,1.18,0.09,-0.47,2.56,,,,0,6,Bot,157.02,167.58,,,680777,,,1.2087579859000015,-123.94061018217688,-0.9779663872296126,11.953248717309023,23.637561360238006,-31.230964992737217,3.11,1.43,117.0,65.4,67.0,84.9,2369.0,6.0,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.51,0.003,0.003,0.0,1.0,0.0,0.0,3.0,52,5,Sweeper,6,4,6,4,4,6,6,4,Infield shade,Standard,71.0,-0.012,-0.152
26,ST,2023-09-29,83.6,-1.9,5.61,"Díaz, Elias",553869,592779,,foul,,,,,6,Elias Diaz pops out to first baseman Alex Kirilloff.,R,R,R,COL,MIN,S,,,0,2,2023,1.16,-0.11,0.54,2.08,,,,0,6,Bot,,,,,680777,,,3.3190275010971213,-121.88273756763992,-1.5821262924079635,11.09986788121427,21.421633530095548,-33.23783033010091,3.11,1.43,4.0,59.6,-27.0,83.9,2495.0,6.1,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.38,,,,,,,,52,4,Sweeper,6,4,6,4,4,6,6,4,Infield shade,Standard,66.0,0.0,0.0
27,FF,2023-09-29,97.7,-2.0,5.58,"Díaz, Elias",553869,592779,,foul,,,,,2,Elias Diaz pops out to first baseman Alex Kirilloff.,R,R,R,COL,MIN,S,,,0,2,2023,-0.54,1.05,0.22,2.81,,,,0,6,Bot,,,,,680777,,,7.227417666341032,-142.3469032977104,-4.487175075044573,-8.746235706901299,26.46798025404269,-17.04389433592345,3.11,1.43,166.0,82.3,13.0,98.5,2622.0,6.3,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.24,,,,,,,,52,3,4-Seam Fastball,6,4,6,4,4,6,6,4,Infield shade,Standard,223.0,0.0,0.0
28,FF,2023-09-29,97.0,-2.06,5.53,"Díaz, Elias",553869,592779,,foul,,,,,2,Elias Diaz pops out to first baseman Alex Kirilloff.,R,R,R,COL,MIN,S,,,0,1,2023,-0.35,1.09,-0.2,3.14,,,,0,6,Bot,,,,,680777,,,5.748412914539892,-141.25688744601376,-3.4138379033508146,-5.863421423819292,26.83539055370102,-16.975783322713454,3.11,1.43,,,,97.5,2656.0,6.1,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.36,,,,,,,,52,2,4-Seam Fastball,6,4,6,4,4,6,6,4,Infield shade,Standard,220.0,0.0,-0.049
29,FF,2023-09-29,97.1,-2.1,5.63,"Díaz, Elias",553869,592779,,foul,,,,,2,Elias Diaz pops out to first baseman Alex Kirilloff.,R,R,R,COL,MIN,S,,,0,0,2023,-0.36,0.95,-0.04,2.78,,,,0,6,Bot,,,,,680777,,,6.318373272273334,-141.5348773336078,-4.387894507552479,-6.029563638255145,24.863758207220634,-18.51890350625615,3.11,1.43,236.0,74.5,40.0,97.9,2537.0,6.1,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.37,,,,,,,,52,1,4-Seam Fastball,6,4,6,4,4,6,6,4,Infield shade,Standard,216.0,0.0,-0.038
