,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
20,FC,2023-05-23,95.0,-1.24,6.39,"Hilliard, Sam",656541,660813,,ball,,,,,12,Sam Hilliard pops out to catcher Will Smith in foul territory.,R,L,R,ATL,LAD,B,,,0,0,2023,-0.15,0.94,1.25,4.05,,,606115.0,2,7,Bot,,,,,669257,,,6.794462304866124,-138.28652201022365,-2.6215214817403374,-3.264369996036144,26.650057214640967,-19.609286107082053,3.77,1.8,,,,94.5,2154.0,5.6,718057,660813,669257,518692,605141,571970,500743,444482,681546,518792,54.85,,,,,,,,60,1,Cutter,1,5,1,5,5,1,1,5,Infield shade,Standard,212.0,0.0,0.025
21,SI,2023-05-16,91.1,-2.38,5.34,"Hilliard, Sam",656541,641540,strikeout,swinging_strike,,,,,3,Sam Hilliard strikes out swinging.,R,L,R,TEX,ATL,S,2.0,,0,2,2023,-0.84,0.59,0.49,3.13,671739.0,606115.0,,2,4,Top,,,,,641680,,,9.11841699392252,-132.37616174019283,-0.9302873057018556,-11.814446428072388,27.029374089319965,-25.22227093139558,3.62,1.76,,,,92.2,2096.0,6.9,718148,641540,641680,663993,543760,673962,677649,543257,665750,666969,53.58,,,0.0,1.0,0.0,0.0,,28,3,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,207.0,0.059,-0.357
22,FC,2023-05-16,90.2,-2.34,5.45,"Hilliard, Sam",656541,641540,,foul,,,,,12,Sam Hilliard strikes out swinging.,R,L,R,TEX,ATL,S,,,0,1,2023,0.28,0.93,1.14,2.74,671739.0,606115.0,,2,4,Top,,,,,641680,,,8.131218250681549,-131.23981775503742,-2.838870449635332,1.7423006037037156,25.29952675913398,-20.96131251883334,3.62,1.76,90.0,52.0,69.0,91.6,2228.0,6.9,718148,641540,641680,663993,543760,673962,677649,543257,665750,666969,53.55,,,,,,,,28,2,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,196.0,0.0,-0.148
23,FC,2023-05-16,90.5,-2.35,5.46,"Hilliard, Sam",656541,641540,,called_strike,,,,,9,Sam Hilliard strikes out swinging.,R,L,R,TEX,ATL,S,,,0,0,2023,-0.29,1.02,0.76,2.16,671739.0,606115.0,,2,4,Top,,,,,641680,,,8.469655031379421,-131.56391428360902,-4.565488417303592,-4.944406299619089,24.91022729571211,-19.552668380679304,3.65,1.75,,,,91.9,2153.0,6.9,718148,641540,641680,663993,543760,673962,677649,543257,665750,666969,53.57,,,,,,,,28,1,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,202.0,0.0,-0.073
24,SI,2023-05-16,92.3,-2.47,5.45,"Hilliard, Sam",656541,641540,field_out,hit_into_play,,,,,5,Sam Hilliard flies out to center fielder Leody Taveras.,R,L,R,TEX,ATL,X,8.0,fly_ball,1,0,2023,-0.99,0.58,-0.12,2.39,,,606115.0,2,2,Top,122.68,67.21,,,641680,,,8.26162583075582,-134.26688341369743,-3.3007952801145524,-13.72679202613121,27.105567025365996,-24.57793097244648,3.62,1.76,327.0,96.0,41.0,93.9,2074.0,7.1,718148,641540,641680,663993,543760,673962,677649,543257,665750,666969,53.43,0.054,0.091,0.0,1.0,0.0,0.0,3.0,12,2,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,217.0,0.022,-0.266
25,FC,2023-05-16,90.4,-2.42,5.55,"Hilliard, Sam",656541,641540,,ball,,,,,14,Sam Hilliard flies out to center fielder Leody Taveras.,R,L,R,TEX,ATL,B,,,0,0,2023,0.11,0.95,1.51,2.01,,,606115.0,2,2,Top,,,,,641680,,,9.646597766646344,-131.4220186453096,-5.010704339515208,-0.5647068373492096,24.698279780811674,-20.251965885551748,3.72,1.72,,,,91.7,2268.0,6.9,718148,641540,641680,663993,543760,673962,677649,543257,665750,666969,53.62,,,,,,,,12,1,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,209.0,0.0,0.025
26,FF,2023-05-05,94.1,-2.48,5.77,"Hilliard, Sam",656541,665152,field_out,hit_into_play,,,,,2,Sam Hilliard lines out to left fielder Ryan McKenna.,R,L,R,ATL,BAL,X,7.0,line_drive,0,0,2023,-1.09,1.14,-0.2,3.19,,645277.0,542303.0,1,4,Bot,41.0,86.79,,,668939,,,8.342805953850165,-136.83682657636447,-3.516043127061825,-15.575643011440524,29.77606149079974,-17.19934577516477,3.63,1.77,347.0,99.1,22.0,94.3,2240.0,6.4,718298,665152,668939,663624,602104,683002,622761,663630,656775,623993,54.08,0.411,0.552,0.0,1.0,0.0,0.0,5.0,33,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,221.0,-0.059,-0.463
27,FF,2023-05-05,94.1,-2.32,6.05,"Hilliard, Sam",656541,665152,field_out,hit_into_play,,,,,6,Sam Hilliard flies out to right fielder Anthony Santander.,R,L,R,ATL,BAL,X,9.0,fly_ball,0,0,2023,-0.67,1.34,0.3,2.84,,,,2,2,Bot,179.1,124.23,,,668939,,,8.255686107140725,-136.813200497689,-5.59237577209312,-10.195063522145457,29.69039365326777,-14.26152306933283,3.63,1.77,228.0,94.5,55.0,94.0,2200.0,6.2,718298,665152,668939,663624,602104,683002,622761,663630,656775,623993,54.25,0.017,0.02,0.0,1.0,0.0,0.0,3.0,15,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,217.0,-0.009,-0.106
28,FF,2023-05-05,97.7,-1.97,6.18,"Hilliard, Sam",656541,657508,field_out,hit_into_play,,,,,7,"Sam Hilliard grounds out, third baseman Gunnar Henderson to first baseman Ryan Mountcastle.",R,L,R,ATL,BAL,X,5.0,ground_ball,3,2,2023,-0.9,1.27,-0.72,2.07,,,,1,7,Bot,112.17,147.94,,,668939,,,5.468399822408894,-141.96441728584594,-8.516681055075258,-13.404587107808574,31.52160744397632,-13.289733012754752,3.63,1.77,9.0,107.8,-12.0,98.2,2167.0,6.6,718298,657508,668939,663624,602104,683002,622761,663630,656775,623993,53.92,0.303,0.277,0.0,1.0,0.0,0.0,2.0,63,8,4-Seam Fastball,1,9,1,9,9,1,1,9,Infield shade,Standard,217.0,-0.001,-0.207
29,FF,2023-05-05,97.2,-2.06,6.16,"Hilliard, Sam",656541,657508,,foul,,,,,1,"Sam Hilliard grounds out, third baseman Gunnar Henderson to first baseman Ryan Mountcastle.",R,L,R,ATL,BAL,S,,,3,2,2023,-0.74,1.43,-0.32,3.17,,,,1,7,Bot,,,,,668939,,,6.394241938966899,-141.3334465370013,-5.7742415725749625,-11.39727452528772,31.7376447235628,-11.895514844259433,3.63,1.77,235.0,76.2,28.0,97.6,2226.0,6.5,718298,657508,668939,663624,602104,683002,622761,663630,656775,623993,53.95,,,,,,,,63,7,4-Seam Fastball,1,9,1,9,9,1,1,9,Infield shade,Standard,217.0,0.0,0.0
